iter	RMSE
928	6.356450169
929	6.35642946
930	6.356405682
931	6.356366989
932	6.356360797
933	6.356346032
934	6.356337508
935	6.356312871
936	6.356291827
937	6.356242607
938	6.356237185
939	6.356208897
940	6.356188762
941	6.356152043
942	6.356129503
943	6.356114193
944	6.356067749
945	6.356053969
946	6.356027439
947	6.356018987
948	6.355992526
949	6.355977432
950	6.355962033
951	6.355947406
952	6.355919904
953	6.355887528
954	6.355848678
955	6.355817552
956	6.355799347
957	6.355771696
958	6.355745538
959	6.355718092
960	6.355702971
961	6.355683964
962	6.35567144
963	6.35563023
964	6.355613475
965	6.355601823
966	6.355579619
967	6.355543903
968	6.355517744
969	6.355506673
970	6.355485927
971	6.355457563
972	6.355434835
973	6.355423781
974	6.355405565
975	6.355381573
976	6.355365011
977	6.355343483
978	6.355329868
979	6.355308847
980	6.35528626
981	6.355269208
982	6.355245816
983	6.355226038
984	6.35521363
985	6.355202151
986	6.355166475
987	6.355146238
988	6.355136144
989	6.35512319
990	6.355112415
991	6.355089029
992	6.355078269
993	6.355068045
994	6.355047654
995	6.355032079
996	6.355016807
997	6.355013143
998	6.354983635
999	6.354971482
