dbnos,assists,boosts,damage_dealt,death_type,headshot_kills,heals,kill_place,kill_streaks,kills,longest_kill,name,player_id,revives,ride_distance,road_kills,swim_distance,team_kills,time_survived,vehicle_destroys,walk_distance,weapons_acquired,win_place,match_mapName,match_duration,match_createdAt,roster_rank,roster_won,tournament_id,tournament_createdAt
0,0,0,0.0,byplayer,0,0,39,0,0,0.0,OPGG_Dumbo,account.9c454b5621ad412b80d871c4efb50818,0,938.8169,0,0.0,0,1037.324,0,749.0475,4,7,Erangel (Remastered),1615,2020-10-10T12:06:16Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,58.580547,byplayer,0,0,40,0,0,0.0,OPGG_Ayoh,account.038ffdfe83cc432a8aa198f999cd48a2,0,681.517,0,0.0,0,798.658,0,437.60016,6,7,Erangel (Remastered),1615,2020-10-10T12:06:16Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,0,188.18146,byplayer,0,0,20,0,1,10.374076,OPGG_Alphaca,account.ab047bbd63a74f58a45f48f73f983767,0,821.7455,0,0.0,0,1041.89,0,634.4655,3,7,Erangel (Remastered),1615,2020-10-10T12:06:16Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,2,365.84006,byplayer,0,2,13,0,2,21.658474,OPGG_Silky,account.d1e1372d2f0a46faad2132d4edeb30f4,0,1460.8264,0,0.0,0,1320.007,0,514.0503,4,7,Erangel (Remastered),1615,2020-10-10T12:06:16Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,0.0,byplayer,0,0,56,0,0,0.0,T1_Rex,account.b6679ea583eb43e7a185ad13136cddc1,0,4027.5044,0,0.0,0,505.542,0,300.853,5,14,Erangel (Remastered),1615,2020-10-10T12:06:16Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,1,125.00001,byplayer,0,8,15,0,2,80.134026,T1_Adder,account.513e0ba3d58b44e9bd7ce2ec091c3798,0,5878.0723,0,0.0,0,1036.216,0,1218.7671,4,14,Erangel (Remastered),1615,2020-10-10T12:06:16Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,0,31.877998,byplayer,0,0,55,0,0,0.0,T1_Starlord,account.12527945e1434dfbbd9a80fbe5084958,0,6454.66,0,0.0,0,851.525,0,721.4822,3,14,Erangel (Remastered),1615,2020-10-10T12:06:16Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
2,0,3,77.122,byplayer,0,1,16,0,2,95.013275,T1_Akad,account.230b07c87cee4fcf97ed90921bc9faf2,0,5186.5244,0,0.0,0,1028.41,0,1158.9742,4,14,Erangel (Remastered),1615,2020-10-10T12:06:16Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,3,177.05457,byplayer,0,7,26,0,1,72.96045,GEN_Pio,account.061986001a9d4609899b0805c327ed04,0,9320.992,0,0.0,0,1120.976,0,1025.7906,6,13,Erangel (Remastered),1615,2020-10-10T12:06:16Z,13,False,as-pcs3kr,2020-09-10T09:30:46Z
0,2,4,291.80664,byplayer,0,8,54,0,0,0.0,GEN_Inonix,account.6b09736098bd494b89f9762db9ff49aa,0,7108.3013,0,0.0,0,1167.991,0,887.09607,5,13,Erangel (Remastered),1615,2020-10-10T12:06:16Z,13,False,as-pcs3kr,2020-09-10T09:30:46Z
1,1,4,126.22507,byplayer,0,9,27,0,1,27.807528,GEN_Loki,account.ad3ba839e5524889ba25a1f3de723a83,1,6583.1904,0,0.0,0,1119.76,0,763.12775,6,13,Erangel (Remastered),1615,2020-10-10T12:06:16Z,13,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,4,32.380005,byplayer,1,2,28,0,1,8.020757,GEN_Aqua5,account.cf9b1e9caf19449e8b07dbde9217f9fc,0,6388.8613,0,0.0,0,1117.225,0,555.1505,4,13,Erangel (Remastered),1615,2020-10-10T12:06:16Z,13,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,3,55.2,byplayer,0,1,61,0,0,0.0,VSG_DG98,account.00840193a1ee45bc8c4ca8f91738bcaf,0,8399.543,0,0.0,0,1016.718,0,523.70844,5,16,Erangel (Remastered),1615,2020-10-10T12:06:16Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,76.31997,byplayer,0,0,63,0,0,0.0,VSG_WICK2D,account.a58f99d89e814dc3801072183dede347,0,7757.412,0,0.0,0,1004.875,0,556.9483,4,16,Erangel (Remastered),1615,2020-10-10T12:06:16Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,24.019497,byplayer,0,1,64,0,0,0.0,VSG_Hulk,account.41ce362cba7649548457ad6685afc1c1,0,9504.014,0,0.0,0,987.636,0,357.95792,5,16,Erangel (Remastered),1615,2020-10-10T12:06:16Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,46.21888,byplayer,0,1,62,0,0,0.0,VSG_Foxy,account.e6754a285a2d4071bce0624f15bbcba4,0,7826.3193,0,0.0,0,1016.705,0,413.33203,4,16,Erangel (Remastered),1615,2020-10-10T12:06:16Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,119.5948,byplayer,0,0,33,0,0,0.0,QDR_yacha,account.f41c6bfdd6a544db8e9fac6a7ad2d152,0,2323.6936,0,0.0,0,989.244,0,739.8498,3,4,Erangel (Remastered),1615,2020-10-10T12:06:16Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,5,75.4,byplayer,0,2,11,0,2,8.970349,QDR_Yeowook,account.bba70c3a9eab431ca68149d6de352805,0,3096.836,0,0.0,0,1377.202,0,1192.2535,8,4,Erangel (Remastered),1615,2020-10-10T12:06:16Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,3,0.0,byplayer,0,2,32,0,0,0.0,QDR_Renba,account.4150e3553acf43f494b7d07fe28c1e9a,0,2768.6494,0,0.0,0,1207.108,0,1295.4297,4,4,Erangel (Remastered),1615,2020-10-10T12:06:16Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
2,0,7,224.2339,byplayer,1,3,10,0,2,54.370136,QDR_Dlaks,account.c64b51b1e47146278cf1ed9172896cc8,0,3272.7815,0,0.0,0,1431.517,0,940.35187,4,4,Erangel (Remastered),1615,2020-10-10T12:06:16Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,6,594.396,byplayer,0,5,2,0,5,106.218376,AF_EJ,account.d08ed989286b4f57b90efc15db39ee1c,0,2345.5645,0,0.0,0,1572.432,1,2107.066,6,2,Erangel (Remastered),1615,2020-10-10T12:06:16Z,2,False,as-pcs3kr,2020-09-10T09:30:46Z
4,1,5,363.94843,byplayer,0,4,5,0,3,73.2001,AF_daengchae,account.9e92c9973af24793b897dc5df635c1dd,0,4793.674,0,0.0,0,1615.709,0,1608.6149,2,2,Erangel (Remastered),1615,2020-10-10T12:06:16Z,2,False,as-pcs3kr,2020-09-10T09:30:46Z
5,3,5,628.296,byplayer,0,3,1,0,6,98.232285,AF_Hansia,account.60ea8a6fdf204764b561a3b71232a294,1,5144.531,0,0.0,0,1615.698,0,1846.7134,5,2,Erangel (Remastered),1615,2020-10-10T12:06:16Z,2,False,as-pcs3kr,2020-09-10T09:30:46Z
0,2,5,205.66095,byplayer,0,2,30,0,0,0.0,AF_R0wha,account.8881f40669ae44d7b37b7b551cce1fb7,0,4246.3916,0,0.0,0,1596.671,0,1130.5637,4,2,Erangel (Remastered),1615,2020-10-10T12:06:16Z,2,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,52.204334,byplayer,0,0,44,0,0,0.0,AZG_Rage,account.79e414e0e5fa431eb996baeb74700bd0,0,780.04694,0,0.0,0,1182.2,0,972.7204,3,9,Erangel (Remastered),1615,2020-10-10T12:06:16Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,0,104.33456,byplayer,0,0,23,0,1,118.53216,AZG_SexyChan,account.1d6e96724bc44426b96655bcac7050fd,0,824.37427,0,0.0,0,1137.92,0,1405.9161,5,9,Erangel (Remastered),1615,2020-10-10T12:06:16Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,2,225.64137,byplayer,0,0,42,0,0,0.0,AZG_Untop,account.a7612ad6e7a34f2780095ca6ec29c048,0,349.91382,0,0.0,0,1251.505,0,1186.3795,3,9,Erangel (Remastered),1615,2020-10-10T12:06:16Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,138.25587,byplayer,0,0,43,0,0,0.0,AZG_Rozar,account.da2ffcb6cd3044f8ba7fe897cd185a51,0,1830.6179,0,0.0,0,1251.494,0,1566.9783,4,9,Erangel (Remastered),1615,2020-10-10T12:06:16Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,120.72152,alive,0,0,17,0,1,74.13063,ENT_indigo,account.14131a59e3f54d83b70d00a76b196b2c,0,1921.5208,0,0.0,0,1615.864,0,2570.5322,5,1,Erangel (Remastered),1615,2020-10-10T12:06:16Z,1,True,as-pcs3kr,2020-09-10T09:30:46Z
1,1,7,235.80994,alive,0,4,29,0,0,0.0,ENT_kAyle,account.44fb31ca3b574634af60b4791b85234f,0,1776.4558,0,0.0,0,1615.864,0,2068.2173,4,1,Erangel (Remastered),1615,2020-10-10T12:06:16Z,1,True,as-pcs3kr,2020-09-10T09:30:46Z
3,1,3,450.19064,alive,0,3,4,0,4,296.76077,ENT_Under,account.21357a2962b644acb899f9ab05585484,0,2080.712,0,0.0,0,1615.864,0,1562.032,6,1,Erangel (Remastered),1615,2020-10-10T12:06:16Z,1,True,as-pcs3kr,2020-09-10T09:30:46Z
1,2,5,221.94106,alive,0,0,8,0,2,50.830162,ENT_Seongjang,account.322cc67a3d924049a241292d6316a20a,0,2830.318,0,0.0,0,1615.864,0,2459.598,7,1,Erangel (Remastered),1615,2020-10-10T12:06:16Z,1,True,as-pcs3kr,2020-09-10T09:30:46Z
1,0,4,121.020164,byplayer,0,1,25,0,1,59.341625,VLG_Hikari,account.27dcbfe20ef14833a1fb71c3135dcf90,0,1480.3042,0,0.0,0,1171.401,0,2367.8743,5,12,Erangel (Remastered),1615,2020-10-10T12:06:16Z,12,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,81.78,byplayer,0,0,51,0,0,0.0,VLG_Spear,account.32f7dd7b487746d4bb66c4c823ba3856,0,3130.6987,0,0.0,0,1057.657,0,969.5951,3,12,Erangel (Remastered),1615,2020-10-10T12:06:16Z,12,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,26.905909,byplayer,0,0,53,0,0,0.0,VLG_DAEVA,account.50269c6e309c430985702bd94367f814,0,3021.497,0,0.0,0,1047.718,0,2041.7722,3,12,Erangel (Remastered),1615,2020-10-10T12:06:16Z,12,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,42.393845,byplayer,0,1,52,0,0,0.0,VLG_Lambu,account.7c68aaa519424ec7ac98ea3994efc8c4,0,1633.9368,0,0.0,0,1053.568,0,1942.9214,3,12,Erangel (Remastered),1615,2020-10-10T12:06:16Z,12,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,8,326.65698,byplayer,0,1,19,0,1,80.76837,SP_KIMGONI,account.c02cfbc4e79d479b9310de7202ad9a02,0,4513.2446,0,0.0,0,1271.257,0,838.42334,4,6,Erangel (Remastered),1615,2020-10-10T12:06:16Z,6,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,0.0,byplayer,0,0,38,0,0,0.0,SP_Corn,account.4d01e490f0e64dcbab2524fe393adfbc,0,6041.9214,0,0.0,0,1193.455,0,863.0739,4,6,Erangel (Remastered),1615,2020-10-10T12:06:16Z,6,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,1,83.189995,byplayer,0,0,37,0,0,0.0,SP_maczora,account.d6aaf796b0f84af39411b5ebeb94fe3b,0,6181.312,0,0.0,0,1215.08,0,822.38763,3,6,Erangel (Remastered),1615,2020-10-10T12:06:16Z,6,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,287.115,byplayer,0,3,18,0,1,23.416216,SP_NEFiEX,account.19228d34375745fb926224ae642f76a8,0,6294.0825,0,0.0,0,1323.729,0,1202.2524,5,6,Erangel (Remastered),1615,2020-10-10T12:06:16Z,6,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,2,169.73512,byplayer,0,0,12,0,2,47.65925,EM_KiraV,account.22d0728e92db42688495862767c7d436,0,6501.2007,0,0.0,0,1065.919,0,965.1543,4,5,Erangel (Remastered),1615,2020-10-10T12:06:16Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,140.4147,byplayer,0,1,34,0,0,0.0,EM_Smoke,account.45a1242c6d5c44b5ba9d17eda0baa1d3,0,6853.4624,0,0.0,0,1324.354,0,784.02515,3,5,Erangel (Remastered),1615,2020-10-10T12:06:16Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,84.87,byplayer,0,0,36,0,0,0.0,EM_Makne,account.ff0b3bd4e20c4655a716fd04847f34fb,0,5574.13,0,0.0,0,846.129,0,516.8198,3,5,Erangel (Remastered),1615,2020-10-10T12:06:16Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,3,89.19885,byplayer,0,1,35,0,0,0.0,EM_Lash,account.d275d039544041b1bb0bcf3d2510984a,0,7380.312,0,0.0,0,1298.197,0,1374.751,3,5,Erangel (Remastered),1615,2020-10-10T12:06:16Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,0.0,byplayer,0,1,50,0,0,0.0,emT_YunJong,account.13b9b94545ec4b6a944cd2fd774d71a7,0,9168.825,0,0.0,0,1204.562,0,708.40344,5,11,Erangel (Remastered),1615,2020-10-10T12:06:16Z,11,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,4,172.23741,byplayer,0,0,47,0,0,0.0,emT_Hwarang,account.891bbe5b78a148c7ad3544378fa42cee,0,8724.264,0,0.0,0,1204.596,0,919.5552,4,11,Erangel (Remastered),1615,2020-10-10T12:06:16Z,11,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,2,0.0,byplayer,0,0,49,0,0,0.0,emT_Piky,account.8d4b1e8ce7c1437caac10447cab637ae,0,9633.7,0,0.0,0,1204.574,0,703.2896,2,11,Erangel (Remastered),1615,2020-10-10T12:06:16Z,11,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,6,137.47357,byplayer,0,0,48,0,0,0.0,emT_Gyuyeon,account.eff88029ffb34eb08942964ed4675a2b,0,9509.499,0,0.0,0,1204.583,0,1025.5864,2,11,Erangel (Remastered),1615,2020-10-10T12:06:16Z,11,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,2,74.14,byplayer,0,1,24,0,1,52.689022,KP_Joy,account.068dd2619253426ab5597619d3bc47fa,0,496.85754,0,0.0,0,1217.165,0,2192.6318,3,10,Erangel (Remastered),1615,2020-10-10T12:06:16Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,3,150.58629,byplayer,0,0,46,0,0,0.0,KP_Black9,account.ebf029816b364e979a15490386c26ed8,0,1272.903,0,0.0,0,1167.795,0,1729.1423,3,10,Erangel (Remastered),1615,2020-10-10T12:06:16Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,6,66.73627,byplayer,0,0,45,0,0,0.0,KP_helloweend,account.8798a28b5c684a4ba526f9566af91f83,0,1451.8008,0,0.0,0,1217.154,0,1353.489,6,10,Erangel (Remastered),1615,2020-10-10T12:06:16Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
2,0,2,90.658516,byplayer,0,1,14,0,2,109.06124,KP_taemin,account.636607123060483b817e2fda99b93d39,1,1185.7078,0,0.0,0,1217.178,0,1339.8064,6,10,Erangel (Remastered),1615,2020-10-10T12:06:16Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
1,1,5,81.87005,byzone,0,2,9,0,2,190.79472,DNW_seoul,account.112f82c0ce6b493b8c2fdcaa201adf58,0,4021.8467,0,0.0,0,1591.462,0,2421.6123,4,3,Erangel (Remastered),1615,2020-10-10T12:06:16Z,3,False,as-pcs3kr,2020-09-10T09:30:46Z
2,2,4,205.49504,byplayer,0,4,7,0,3,134.27286,DNW_JeffLocka,account.20e3193c992c40e0802b7ac86f06ed72,0,4771.4277,0,0.0,0,1581.961,0,1752.0305,3,3,Erangel (Remastered),1615,2020-10-10T12:06:16Z,3,False,as-pcs3kr,2020-09-10T09:30:46Z
1,3,8,372.09723,byplayer,0,1,6,0,3,500.36398,DNW_LeClo,account.ad848f65767c4223a3d88fac682d681d,0,3755.4177,0,0.0,0,1591.474,0,2394.6243,6,3,Erangel (Remastered),1615,2020-10-10T12:06:16Z,3,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,0,86.402054,byplayer,0,0,31,0,0,0.0,DNW_Draft,account.21ed0327799c4d19a97a33c53e7be485,0,4630.7354,0,0.0,0,1591.483,0,2230.4053,5,3,Erangel (Remastered),1615,2020-10-10T12:06:16Z,3,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,5,353.62408,byplayer,0,4,22,0,1,120.996925,GRF_Hwan2da,account.b69d7d8daf834aa6aef5bc45cd3ff783,0,8811.891,0,0.0,0,1251.239,0,1165.4012,5,8,Erangel (Remastered),1615,2020-10-10T12:06:16Z,8,False,as-pcs3kr,2020-09-10T09:30:46Z
1,1,3,164.11636,byplayer,0,2,21,0,1,40.79692,GRF_Minsung,account.3202e32c327e45d6a8b4f6dbefc24ca1,1,7956.998,0,0.0,0,1258.071,0,1123.1711,4,8,Erangel (Remastered),1615,2020-10-10T12:06:16Z,8,False,as-pcs3kr,2020-09-10T09:30:46Z
4,0,5,454.39447,byzone,3,0,3,0,5,71.47353,GRF_2heart,account.b7474caa1b034e43909cd9bfb4e42f9f,0,8603.921,0,0.0,0,1258.082,0,1488.1536,3,8,Erangel (Remastered),1615,2020-10-10T12:06:16Z,8,False,as-pcs3kr,2020-09-10T09:30:46Z
0,2,4,116.61018,byplayer,0,2,41,0,0,0.0,GRF_Asura,account.5079bf6c48354148b3f55cd0aef29953,0,8408.841,0,0.0,0,1252.469,0,1121.4303,3,8,Erangel (Remastered),1615,2020-10-10T12:06:16Z,8,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,42.375465,byplayer,0,0,57,0,0,0.0,LVG_Kali,account.878e8d586fb34fa5b9451b5604a2fc09,0,7889.089,0,0.0,0,1019.392,0,715.4609,3,15,Erangel (Remastered),1615,2020-10-10T12:06:16Z,15,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,0.0,byplayer,0,7,59,0,0,0.0,LVG_ParkChaN,account.c9ce8f6c1e7144449c2432e3baa5e32e,0,5154.3257,0,0.0,0,999.093,0,852.2692,6,15,Erangel (Remastered),1615,2020-10-10T12:06:16Z,15,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,4,99.99999,byplayer,0,3,58,0,0,0.0,LVG_ZeniTh,account.c6d1846174e443dd8f0651529ebb471b,0,4638.044,0,0.0,0,1005.393,0,1141.0819,7,15,Erangel (Remastered),1615,2020-10-10T12:06:16Z,15,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,45.74608,byzone,0,9,60,0,0,0.0,LVG_Sparrow,account.623d3df671c64817930276f3482f34ef,0,4351.1436,0,0.0,0,933.939,0,672.54236,4,15,Erangel (Remastered),1615,2020-10-10T12:06:16Z,15,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,1,77.627846,byplayer,1,1,31,0,1,15.323408,GEN_Aqua5,account.cf9b1e9caf19449e8b07dbde9217f9fc,0,3474.1243,0,0.0,0,719.898,0,625.17566,5,14,Miramar,1839,2020-10-10T09:48:42Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,1,171.67206,byplayer,0,0,57,0,0,0.0,GEN_Pio,account.061986001a9d4609899b0805c327ed04,0,2915.9077,0,0.0,0,650.611,0,586.58875,6,14,Miramar,1839,2020-10-10T09:48:42Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,0.0,byplayer,0,0,58,0,0,0.0,GEN_Loki,account.ad3ba839e5524889ba25a1f3de723a83,0,2886.6826,0,0.0,0,613.98,0,706.8025,3,14,Miramar,1839,2020-10-10T09:48:42Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,1,52.259613,byplayer,0,2,16,0,2,28.035086,GEN_Inonix,account.6b09736098bd494b89f9762db9ff49aa,0,2983.7085,0,0.0,0,709.75,0,691.4045,4,14,Miramar,1839,2020-10-10T09:48:42Z,14,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,5,219.99976,byzone,0,4,26,0,1,14.02002,EM_Smoke,account.45a1242c6d5c44b5ba9d17eda0baa1d3,0,6816.4707,0,0.0,0,1307.856,0,896.69604,5,9,Miramar,1839,2020-10-10T09:48:42Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
1,2,3,176.42233,byplayer,0,2,44,0,0,0.0,EM_KiraV,account.22d0728e92db42688495862767c7d436,0,8021.895,0,0.0,0,1381.648,1,924.1559,5,9,Miramar,1839,2020-10-10T09:48:42Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,3,62.606335,byplayer,0,0,45,0,0,0.0,EM_Lash,account.d275d039544041b1bb0bcf3d2510984a,0,5916.3765,0,0.0,0,1209.492,0,969.80133,7,9,Miramar,1839,2020-10-10T09:48:42Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
0,1,5,109.304306,byplayer,0,4,43,0,0,0.0,EM_Makne,account.ff0b3bd4e20c4655a716fd04847f34fb,0,7075.931,0,0.0,0,1381.659,0,1088.5135,5,9,Miramar,1839,2020-10-10T09:48:42Z,9,False,as-pcs3kr,2020-09-10T09:30:46Z
1,1,2,149.09444,byzone,1,1,23,0,1,11.9336605,DNW_seoul,account.112f82c0ce6b493b8c2fdcaa201adf58,1,5489.196,0,0.0,0,1466.22,0,770.42554,5,7,Miramar,1839,2020-10-10T09:48:42Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,3,0.0,byplayer,0,0,41,0,0,0.0,DNW_LeClo,account.ad848f65767c4223a3d88fac682d681d,0,5530.465,0,0.0,0,820.285,0,692.591,4,7,Miramar,1839,2020-10-10T09:48:42Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,4,201.87328,byplayer,0,1,40,0,0,0.0,DNW_Draft,account.21ed0327799c4d19a97a33c53e7be485,0,5166.6826,0,0.0,0,1396.069,0,1036.7861,4,7,Miramar,1839,2020-10-10T09:48:42Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,3,308.832,byplayer,1,2,14,0,2,102.116135,DNW_JeffLocka,account.20e3193c992c40e0802b7ac86f06ed72,0,5839.826,0,0.0,0,1466.233,0,936.03064,4,7,Miramar,1839,2020-10-10T09:48:42Z,7,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,1,136.09677,byplayer,0,0,27,0,1,102.4609,GRF_2heart,account.b7474caa1b034e43909cd9bfb4e42f9f,0,10804.466,0,0.0,0,1295.622,0,1351.2347,5,10,Miramar,1839,2020-10-10T09:48:42Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,1,143.23,byplayer,1,0,15,0,2,12.7373705,GRF_Asura,account.5079bf6c48354148b3f55cd0aef29953,0,9428.378,0,0.0,0,1305.318,0,1287.4862,5,10,Miramar,1839,2020-10-10T09:48:42Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,3,93.223946,byplayer,0,0,28,0,1,159.34445,GRF_Hwan2da,account.b69d7d8daf834aa6aef5bc45cd3ff783,0,9817.022,0,0.0,0,1261.453,0,1053.5468,7,10,Miramar,1839,2020-10-10T09:48:42Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,0.0,byplayer,0,0,46,0,0,0.0,GRF_Minsung,account.3202e32c327e45d6a8b4f6dbefc24ca1,0,8560.059,0,0.0,0,1291.929,0,1146.6508,5,10,Miramar,1839,2020-10-10T09:48:42Z,10,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,4,71.702805,byplayer,0,6,38,0,0,0.0,VSG_DG98,account.00840193a1ee45bc8c4ca8f91738bcaf,0,2614.4214,0,0.0,0,1330.483,0,1539.8413,5,5,Miramar,1839,2020-10-10T09:48:42Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
1,0,5,48.253105,byplayer,0,1,13,0,2,288.11014,VSG_Hulk,account.41ce362cba7649548457ad6685afc1c1,0,3181.3345,0,0.0,0,1538.182,0,2003.0824,4,5,Miramar,1839,2020-10-10T09:48:42Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
2,1,1,188.0,byplayer,0,1,19,0,1,37.181015,VSG_WICK2D,account.a58f99d89e814dc3801072183dede347,1,4598.266,0,0.0,0,1593.285,0,1413.5709,3,5,Miramar,1839,2020-10-10T09:48:42Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
2,0,4,329.06708,byplayer,0,1,20,0,1,98.71505,VSG_Foxy,account.e6754a285a2d4071bce0624f15bbcba4,0,3534.202,0,0.0,0,1536.167,0,1708.9135,4,5,Miramar,1839,2020-10-10T09:48:42Z,5,False,as-pcs3kr,2020-09-10T09:30:46Z
3,2,4,747.32666,suicide,0,2,3,0,4,63.079624,AF_R0wha,account.8881f40669ae44d7b37b7b551cce1fb7,0,2395.3042,0,0.0,1,1779.53,2,1299.4745,5,4,Miramar,1839,2020-10-10T09:48:42Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
3,0,5,605.659,byplayer,0,3,6,0,3,109.36264,AF_daengchae,account.9e92c9973af24793b897dc5df635c1dd,1,3161.2756,0,0.0,0,1779.54,0,1455.5397,5,4,Miramar,1839,2020-10-10T09:48:42Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
2,2,5,293.63507,byplayer,0,2,12,0,2,30.453648,AF_EJ,account.d08ed989286b4f57b90efc15db39ee1c,0,2234.3665,0,0.0,0,1300.194,0,1129.6067,5,4,Miramar,1839,2020-10-10T09:48:42Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
0,2,3,474.4228,byplayer,1,3,5,0,3,107.64245,AF_Hansia,account.60ea8a6fdf204764b561a3b71232a294,1,3077.5203,0,0.0,0,1779.551,0,1735.9336,8,4,Miramar,1839,2020-10-10T09:48:42Z,4,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,0.0,byplayer,0,0,62,0,0,0.0,QDR_Renba,account.4150e3553acf43f494b7d07fe28c1e9a,0,2655.2827,0,0.0,0,386.909,0,389.69284,5,16,Miramar,1839,2020-10-10T09:48:42Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,0.0,byplayer,0,0,61,0,0,0.0,QDR_Yeowook,account.bba70c3a9eab431ca68149d6de352805,0,3446.1125,0,0.0,0,386.92,0,215.96982,3,16,Miramar,1839,2020-10-10T09:48:42Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,0.0,byplayer,0,0,64,0,0,0.0,QDR_yacha,account.f41c6bfdd6a544db8e9fac6a7ad2d152,0,2904.333,0,0.0,0,386.886,0,260.71378,6,16,Miramar,1839,2020-10-10T09:48:42Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
0,0,0,91.08,byplayer,0,0,63,0,0,0.0,QDR_Dlaks,account.c64b51b1e47146278cf1ed9172896cc8,0,3072.262,0,0.0,0,386.898,0,300.6572,3,16,Miramar,1839,2020-10-10T09:48:42Z,16,False,as-pcs3kr,2020-09-10T09:30:46Z
2,2,7,512.06604,byplayer,0,10,8,0,3,62.691227,LVG_Sparrow,account.623d3df671c64817930276f3482f34ef,3,3033.0684,0,0.0,0,1439.134,0,1515.6139,4,8,Miramar,1839,2020-10-10T09:48:42Z,8,False,as-pcs3kr,2020-09-10T09:30:46Z
