tournament_id,map_name,started,event_type,x_cpn,y_cpn,z_cpn
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,689946.875,331176.4375,1279.461669921875
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,418984.75,214437.703125,2189.130126953125
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,583891.3125,475749.28125,621.5597534179688
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,409420.09375,346604.78125,776.5119018554688
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,420623.75,216232.625,2376.379150390625
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,515576.3125,413997.8125,7009.5615234375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,466454.0,469846.15625,236.03546142578125
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,402024.5,285990.65625,1149.9627685546875
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,412688.46875,303731.125,1197.316650390625
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,570064.0625,432992.3125,2504.87060546875
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,580678.0,457253.40625,2104.827880859375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,420708.84375,215957.53125,2357.9619140625
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,676601.125,405178.21875,1791.6826171875
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,596740.75,478298.09375,479.0657958984375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,640402.9375,465622.6875,472.9228210449219
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,682560.6875,424228.25,1017.6595458984375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,650789.75,352560.28125,2225.630859375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,372605.25,414949.46875,3844.60791015625
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,374616.84375,304317.5,136.406982421875
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,371950.25,387710.53125,3873.73974609375
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,357817.5,408024.625,3873.31591796875
