,player,time_survived(s),dbnos,total_distance,headshot_kills,rank,win,time_survived(30m),num_of_attack,num_of_attack/30m,defender_num_of_attack,attacker_num_of_attack,attacker_num_of_attack/30m,displacement,shooting_distance,습득량,소비량,소비량/습득량,kill_groggy,make_groggy,확정킬_비율,acc,attacker_acc,defender_acc,kill,kill(30m),win_rate,type1_damage,type2_damage,damage,damage/30m,attacker_kill,attacker_kill(30m),attacker_win_rate,attacker_damage,attacker_damage/30m,defender_kill,defender_kill(30m),defender_win_rate,defender_damage,defender_damage/30m,n_of_type1,n_of_type2,survival_rate,type1_num_of_attack,type2_num_of_attack,attacker_survival_rate,type1_num_of_defense,type2_num_of_defense,defender_survival_rate,match_count
966,VLG_Hikari,1036.2112681159417,1.2173913043478262,4181.722712837992,0.1956521739130435,9.246376811594203,0.07246376811594203,0.575672926731079,69.45112781954887,101.44798843032818,7.193973214285714,2.391304347826087,3.551927138078634,7736.794490641787,9237.300533133908,8.8,2.6615384615384614,0.28613862990682787,0.8333333333333334,1.173913043478261,0.39903381642512076,0.223975886198049,0.4464857243837251,0.0770523115583102,1.2028985507246377,1.8326477975750273,0.35373533471359553,104.09593298456821,97.83521083679005,201.93114382135826,304.7727993920871,1.0434782608695652,1.4997405938974555,0.44963768115942027,171.42767967542144,244.8198558103546,0.15942028985507245,0.3329072036775717,0.09541062801932366,30.503464145936828,59.95294358173259,2.101449275362319,2.253623188405797,0.6160826693435386,1.1521739130434783,1.2391304347826086,0.6659219001610305,0.9492753623188406,1.0144927536231885,0.431815044858523,138
967,VLG_Lambu,1136.1900579710136,1.0,4406.635282186232,0.2028985507246377,9.246376811594203,0.07246376811594203,0.6312166988727856,51.6985294117647,71.20282367003517,6.660449735449734,2.282608695652174,3.4762407199601593,3992.0792475406324,8931.103177230769,9.557251908396946,3.854961832061069,0.3651693302456661,0.7463768115942029,0.9782608695652174,0.4200483091787439,0.24520873925889553,0.5074132675719826,0.07057110716793316,1.1159420289855073,1.6227970277549064,0.3877415458937197,95.97914643492538,78.06355526827383,174.0427017031992,247.60622287038774,0.9347826086956522,1.2770717720466627,0.5055555555555554,147.2870905392168,204.84570863271088,0.18115942028985507,0.34572525570824403,0.0966183574879227,26.755611163982447,42.76051423767695,2.0144927536231885,2.210144927536232,0.6419775876297612,1.0869565217391304,1.1956521739130435,0.7200828157349897,0.927536231884058,1.0144927536231885,0.4739130434782606,138
969,VLG_Spear,1104.929,0.8872180451127819,4520.506907944361,0.16541353383458646,9.082706766917294,0.07518796992481203,0.6138494444444444,41.59230769230769,58.581883974342034,6.294173441734418,1.9398496240601504,2.7505302094803286,3975.0231387785534,8147.782245840306,8.552,3.28,0.36576125000558446,0.5639097744360902,0.8796992481203008,0.3117794486215538,0.21562543991577585,0.4609748905196456,0.04947412061489319,0.9022556390977443,1.2247695848649984,0.32593984962406003,66.87510210410096,73.77568409138156,140.65078619548254,197.77616278648173,0.8421052631578947,1.1274167755600706,0.4166666666666667,124.96157468709731,174.35028618694378,0.06015037593984962,0.09735280930492796,0.03383458646616541,15.68921150838522,23.425876599537954,1.7669172932330828,1.9022556390977443,0.5991192808861979,0.9172932330827067,1.0225563909774436,0.6434121016827783,0.849624060150376,0.8796992481203008,0.40401002506265654,133
653,OPGG_Ayoh,1317.674790322581,0.9919354838709677,5594.0114121999995,0.1935483870967742,6.887096774193548,0.08064516129032258,0.7320415501792115,48.79838709677419,60.406333700505236,8.216949152542375,2.2903225806451615,2.95343353991566,5944.765533264427,10574.175423249155,11.447154471544716,5.747967479674797,0.4497146387680024,0.6612903225806451,0.9919354838709677,0.3303763440860215,0.2528651110039492,0.44347642721802466,0.09182787502773436,1.1209677419354838,1.4476681507348113,0.3418010752688172,91.81088563071032,91.97021653996939,183.78110217067967,238.0943167211795,0.9596774193548387,1.241338673061209,0.4452956989247311,154.97292691065886,203.6689796711422,0.16129032258064516,0.20632947767360166,0.09408602150537636,28.80817526002084,34.425337050037186,2.024193548387097,2.346774193548387,0.706493215565796,1.1370967741935485,1.153225806451613,0.7151113671274961,0.8870967741935484,1.1935483870967742,0.5393817204301073,124
654,OPGG_Dumbo,1312.8669112903222,1.0080645161290323,5840.9493967290355,0.13709677419354838,6.887096774193548,0.08064516129032258,0.7293705062724016,47.33064516129032,60.43401385819529,7.850579710144928,2.161290322580645,2.7280457379152097,7383.910564345104,10085.839968103433,8.951612903225806,3.403225806451613,0.3843973509574614,0.6290322580645161,1.0,0.3536290322580645,0.2695279734429798,0.4995537681553613,0.1053429897279723,0.9193548387096774,1.1682165700781326,0.3327956989247311,77.95639516403965,95.23485259971612,173.19124776375577,224.0292388513753,0.7661290322580645,0.972205560192786,0.41801075268817206,139.9069325304474,178.41778518550353,0.1532258064516129,0.19601100988534675,0.09274193548387097,33.2843152333084,45.61145366587172,1.846774193548387,2.370967741935484,0.6720910138248848,0.9354838709677419,1.2258064516129032,0.7001152073732719,0.9112903225806451,1.1451612903225807,0.4821236559139783,124
655,OPGG_Silky,1254.3785725806454,0.9354838709677419,5803.791417687097,0.16129032258064516,6.887096774193548,0.08064516129032258,0.6968769847670256,49.91935483870968,60.51649388932653,7.957422969187675,1.8790322580645162,2.3518909619386967,5264.922980517928,9007.155201689862,8.741935483870968,3.6370967741935485,0.3798439463762045,0.6451612903225806,0.9354838709677419,0.3458333333333333,0.18744814424073825,0.4417198902667755,0.05044080326200347,0.9758064516129032,1.2034341387297987,0.32694892473118276,78.51085458841212,66.80248403541705,145.31333862382914,181.99642939569608,0.8387096774193549,1.0333846804382305,0.4231182795698924,118.32563535430137,147.00261182708215,0.13709677419354838,0.170049458291568,0.07526881720430106,26.987703269527806,34.993817568613906,1.8951612903225807,2.1693548387096775,0.6779830832250188,0.9838709677419355,0.8951612903225806,0.6157162058371736,0.9112903225806451,1.2741935483870968,0.528763440860215,124
1074,iFTY_Boliang,1269.8104672131149,0.8934426229508197,5326.427501565572,0.22131147540983606,7.581967213114754,0.10655737704918032,0.7054502595628418,51.84426229508197,63.971434672322225,6.852011494252875,2.0163934426229506,2.608540399622897,18406.790713667106,9520.548672379087,10.099173553719009,4.223140495867769,0.3591360294943055,0.5819672131147541,0.8934426229508197,0.31434426229508206,0.22375483670419366,0.4291362206795088,0.10020017808640361,0.9180327868852459,1.1594589932232955,0.335655737704918,73.82472971657685,80.993309551408,154.81803926798483,198.71302842960972,0.7868852459016393,1.002535171229129,0.398224043715847,128.28278764687704,164.51022725862396,0.13114754098360656,0.1569238219941662,0.0860655737704918,26.535251621107818,34.20280117098581,1.8278688524590163,2.2049180327868854,0.6568989071038251,0.9098360655737705,1.1065573770491803,0.6562158469945354,0.9180327868852459,1.098360655737705,0.48401639344262287,122
58,AF_Hansia,1272.0685508474573,0.9576271186440678,5532.695267524575,0.1694915254237288,7.97457627118644,0.11016949152542373,0.7067047504708096,45.99152542372882,57.63472049419271,7.936882716049383,2.2966101694915255,2.910953298624258,7381.959606283563,9493.75775878343,7.067796610169491,3.5847457627118646,0.46098035644234003,0.6440677966101694,0.9576271186440678,0.34548022598870054,0.293268039137372,0.5207484739434926,0.09527671460136518,1.0423728813559323,1.2879444350876015,0.3658797417271993,88.31758056414164,91.25170098548156,179.5692815496232,233.11445264337422,0.8728813559322034,1.075061727624461,0.4230225988700565,140.6494488350898,180.0487590439682,0.1694915254237288,0.21288270746314103,0.0790960451977401,38.9198327145334,53.06569359940591,1.9491525423728813,2.23728813559322,0.6790685303397167,1.0508474576271187,1.2457627118644068,0.6783898305084745,0.8983050847457628,0.9915254237288136,0.4803672316384179,118
56,AF_EJ,1282.5244576271189,1.1440677966101696,5985.345329484744,0.2033898305084746,7.779661016949152,0.0847457627118644,0.7125135875706219,48.11864406779661,59.54781547111607,7.459696969696971,2.3220338983050848,2.9325560443714758,5351.3986046905775,8925.913892683846,9.889830508474576,4.601694915254237,0.4428759982124889,0.8050847457627118,1.1440677966101696,0.39618644067796605,0.24308073356300994,0.4610865243062295,0.07310995440651348,1.194915254237288,1.4408527606720993,0.3845238095238095,97.50381516241697,90.13975872183758,187.64357388425458,238.40928914790976,1.0338983050847457,1.252783578143492,0.4891242937853107,161.94239985136437,205.378862624542,0.16101694915254236,0.1880691825286078,0.09322033898305085,25.70117403289019,33.03042652336776,2.110169491525424,1.9322033898305084,0.6532381930687013,1.1694915254237288,1.152542372881356,0.6913740920096852,0.940677966101695,0.7796610169491526,0.41497175141242926,118
377,GEN_Aqua5,1247.010834782609,0.5739130434782609,5721.148664521741,0.19130434782608696,7.886956521739131,0.10434782608695652,0.6927837971014491,32.14912280701754,44.98917426150822,5.918284789644012,1.2956521739130435,1.8686717400154316,6124.379634587047,7672.080820037216,8.464912280701755,3.008771929824561,0.34090135801839944,0.40869565217391307,0.5739130434782609,0.2797101449275362,0.18768255418694932,0.37729379777509986,0.08028241241127941,0.6260869565217392,0.8214793323897766,0.2704347826086957,52.33857839886771,48.62354675790538,100.9621251567731,142.513024699185,0.5043478260869565,0.6629038300953151,0.3557971014492754,77.5908509135427,112.13946200153633,0.12173913043478261,0.15857550229446116,0.06666666666666667,23.371274243230406,30.373562697648698,1.5130434782608695,1.5739130434782609,0.5851966873706,0.6173913043478261,0.6782608695652174,0.6601449275362318,0.8956521739130435,0.8956521739130435,0.3736231884057971,115
