,weapon,x,y
327,Item_Weapon_HK416_C,622550.3125,297942.21875
328,Item_Weapon_HK416_C,688514.6875,461831.28125
329,Item_Weapon_Mini14_C,581676.625,484008.34375
330,Item_Weapon_HK416_C,240850.390625,438706.28125
331,Item_Weapon_HK416_C,388267.5,117848.890625
332,Item_Weapon_Mini14_C,394612.3125,277177.65625
333,Item_Weapon_FNFal_C,622487.5,296908.03125
334,Item_Weapon_SCAR-L_C,433000.875,446293.0625
335,Item_Weapon_SKS_C,216807.359375,365709.1875
336,Item_Weapon_AK47_C,150815.109375,213976.296875
337,Item_Weapon_Kar98k_C,558835.0,490180.0625
338,Item_Weapon_HK416_C,150150.3125,214385.640625
339,Item_Weapon_Mini14_C,133984.4375,121462.34375
340,Item_Weapon_Mini14_C,470210.78125,370090.90625
341,Item_Weapon_Mini14_C,463635.34375,649751.0625
342,Item_Weapon_HK416_C,121323.265625,127218.3203125
343,Item_Weapon_HK416_C,109115.296875,134894.015625
344,Item_Weapon_Kar98k_C,287198.75,265442.5625
345,Item_Weapon_Mini14_C,512714.15625,499020.75
346,Item_Weapon_FNFal_C,352725.15625,318691.90625
347,Item_Weapon_AK47_C,534500.5625,235669.828125
348,Item_Weapon_HK416_C,464115.84375,650337.625
349,Item_Weapon_Mini14_C,493015.5625,435646.84375
350,Item_Weapon_Mini14_C,206169.296875,235095.09375
351,Item_Weapon_SCAR-L_C,416187.34375,475189.71875
352,Item_Weapon_FNFal_C,708493.25,330635.21875
353,Item_Weapon_SKS_C,243902.59375,438122.78125
354,Item_Weapon_Mini14_C,470195.03125,370111.5625
355,Item_Weapon_AK47_C,470212.21875,370102.125
356,Item_Weapon_SCAR-L_C,389140.0625,278159.8125
357,Item_Weapon_HK416_C,630719.1875,371864.78125
358,Item_Weapon_Mini14_C,106982.375,137360.3125
359,Item_Weapon_AK47_C,281125.3125,558644.375
360,Item_Weapon_SCAR-L_C,707139.25,332605.53125
361,Item_Weapon_Mini14_C,534503.875,235653.453125
362,Item_Weapon_HK416_C,486520.0625,450091.0625
363,Item_Weapon_SKS_C,147114.65625,209990.953125
364,Item_Weapon_FNFal_C,486520.0625,450091.0625
365,Item_Weapon_HK416_C,223700.78125,395670.84375
366,Item_Weapon_SCAR-L_C,467384.90625,369135.9375
367,Item_Weapon_SKS_C,557688.1875,485419.625
368,Item_Weapon_M24_C,279210.40625,558471.125
369,Item_Weapon_SKS_C,385255.84375,126350.0859375
370,Item_Weapon_SCAR-L_C,600136.4375,616268.0
371,Item_Weapon_FNFal_C,538031.0,241883.890625
372,Item_Weapon_HK416_C,217272.796875,365407.0625
373,Item_Weapon_FNFal_C,720917.875,429025.71875
374,Item_Weapon_HK416_C,404290.5625,302781.5625
375,Item_Weapon_HK416_C,298130.0,501438.375
376,Item_Weapon_BerylM762_C,637305.5625,273923.40625
377,Item_Weapon_FNFal_C,715003.25,331249.03125
378,Item_Weapon_FNFal_C,238239.890625,419078.0625
379,Item_Weapon_SKS_C,238140.53125,419130.625
380,Item_Weapon_Kar98k_C,460231.21875,414379.78125
381,Item_Weapon_HK416_C,211869.953125,230812.671875
382,Item_Weapon_SCAR-L_C,424408.65625,296371.875
383,Item_Weapon_HK416_C,614868.25,602210.625
384,Item_Weapon_SKS_C,296372.65625,505437.4375
385,Item_Weapon_FNFal_C,119828.390625,119757.9765625
386,Item_Weapon_FNFal_C,545201.0625,451593.71875
387,Item_Weapon_FNFal_C,487836.625,346466.15625
388,Item_Weapon_HK416_C,717904.125,335945.6875
389,Item_Weapon_Kar98k_C,241071.4375,436390.84375
390,Item_Weapon_AK47_C,241075.4375,436375.75
391,Item_Weapon_SKS_C,179889.28125,224517.3125
392,Item_Weapon_FNFal_C,395573.0625,169073.03125
393,Item_Weapon_FNFal_C,545480.6875,450984.1875
394,Item_Weapon_FNFal_C,545888.25,451726.28125
395,Item_Weapon_Mini14_C,512929.34375,500021.5
396,Item_Weapon_FNFal_C,247811.515625,361654.46875
397,Item_Weapon_Mini14_C,219832.890625,393635.90625
398,Item_Weapon_HK416_C,359158.28125,293563.21875
399,Item_Weapon_HK416_C,360559.1875,292705.8125
400,Item_Weapon_FNFal_C,360559.1875,292705.8125
401,Item_Weapon_FNFal_C,196034.75,395239.875
402,Item_Weapon_HK416_C,247311.9375,361016.15625
403,Item_Weapon_Mini14_C,169637.578125,341949.3125
404,Item_Weapon_HK416_C,166886.875,337920.34375
405,Item_Weapon_HK416_C,188977.59375,390357.0625
406,Item_Weapon_HK416_C,180417.53125,392353.90625
407,Item_Weapon_HK416_C,180419.03125,392371.15625
408,Item_Weapon_FNFal_C,189790.46875,389361.78125
409,Item_Weapon_HK416_C,189884.453125,389348.4375
410,Item_Weapon_Mini14_C,189820.3125,389320.5
411,Item_Weapon_AK47_C,391832.28125,287529.3125
412,Item_Weapon_SCAR-L_C,392758.90625,286893.75
413,Item_Weapon_SKS_C,435087.90625,338178.1875
414,Item_Weapon_SCAR-L_C,394037.4375,286802.8125
415,Item_Weapon_SCAR-L_C,434721.0625,338199.40625
416,Item_Weapon_HK416_C,396376.0,294538.65625
417,Item_Weapon_Mini14_C,436795.4375,338217.6875
418,Item_Weapon_HK416_C,435305.28125,337934.4375
419,Item_Weapon_SCAR-L_C,420745.125,326726.375
420,Item_Weapon_SCAR-L_C,177024.75,630454.75
421,Item_Weapon_FNFal_C,153625.375,622118.75
422,Item_Weapon_FNFal_C,304664.28125,542549.625
423,Item_Weapon_FNFal_C,366134.28125,408794.625
424,Item_Weapon_SKS_C,165270.703125,601917.9375
425,Item_Weapon_HK416_C,367153.875,509646.21875
426,Item_Weapon_FNFal_C,156679.21875,537391.625
427,Item_Weapon_HK416_C,449771.9375,298901.34375
428,Item_Weapon_AK47_C,270570.34375,563018.4375
429,Item_Weapon_SCAR-L_C,213933.0625,523488.375
430,Item_Weapon_Mini14_C,456110.875,630587.875
431,Item_Weapon_Mini14_C,368418.46875,508399.90625
432,Item_Weapon_Kar98k_C,478975.78125,296697.15625
433,Item_Weapon_HK416_C,432870.59375,451746.5
434,Item_Weapon_AK47_C,240907.78125,439003.15625
435,Item_Weapon_SCAR-L_C,455765.90625,630475.1875
436,Item_Weapon_AK47_C,539440.4375,462030.78125
437,Item_Weapon_HK416_C,156639.328125,537988.625
438,Item_Weapon_AK47_C,300911.125,544770.125
439,Item_Weapon_FNFal_C,362622.78125,394016.875
440,Item_Weapon_BerylM762_C,390710.0625,351045.34375
441,Item_Weapon_HK416_C,545585.5625,226666.53125
442,Item_Weapon_AK47_C,591317.5,473352.90625
443,Item_Weapon_Kar98k_C,538877.1875,461598.0
444,Item_Weapon_Mini14_C,636306.8125,422709.9375
445,Item_Weapon_SCAR-L_C,241684.3125,438220.78125
446,Item_Weapon_HK416_C,178142.734375,617873.625
447,Item_Weapon_SCAR-L_C,545715.875,419727.03125
448,Item_Weapon_HK416_C,571691.375,254284.421875
449,Item_Weapon_Mini14_C,524450.5625,244705.390625
450,Item_Weapon_SKS_C,698195.5625,345452.0625
451,Item_Weapon_SKS_C,433889.9375,450905.3125
452,Item_Weapon_Mini14_C,505559.34375,382203.9375
453,Item_Weapon_M24_C,634767.875,274158.0
454,Item_Weapon_SCAR-L_C,601307.9375,480525.875
455,Item_Weapon_Mini14_C,329779.59375,392227.0
456,Item_Weapon_SKS_C,570865.4375,253730.359375
457,Item_Weapon_SCAR-L_C,157783.6875,619960.4375
458,Item_Weapon_FNFal_C,698828.0,345674.84375
459,Item_Weapon_Mini14_C,591715.375,472725.78125
460,Item_Weapon_HK416_C,296954.78125,440465.625
461,Item_Weapon_HK416_C,417331.59375,642677.875
462,Item_Weapon_FNFal_C,417349.1875,642687.0625
463,Item_Weapon_SCAR-L_C,300381.75,543404.9375
464,Item_Weapon_FNFal_C,601109.0,480185.90625
465,Item_Weapon_SKS_C,296954.78125,440465.625
466,Item_Weapon_SCAR-L_C,271933.09375,562790.125
467,Item_Weapon_Mini14_C,362579.6875,394092.03125
468,Item_Weapon_Mini14_C,177480.25,617050.5625
469,Item_Weapon_AK47_C,614639.6875,258214.328125
470,Item_Weapon_HK416_C,391430.75,350081.34375
471,Item_Weapon_Mini14_C,623959.625,372400.65625
472,Item_Weapon_SKS_C,424103.125,327052.4375
473,Item_Weapon_SCAR-L_C,566489.75,381820.34375
474,Item_Weapon_FNFal_C,614146.25,258113.015625
475,Item_Weapon_Mini14_C,166357.3125,605425.375
476,Item_Weapon_AK47_C,364641.40625,407054.125
477,Item_Weapon_SKS_C,409097.1875,294215.15625
478,Item_Weapon_SKS_C,546620.4375,225744.234375
479,Item_Weapon_HK416_C,479940.625,297005.6875
480,Item_Weapon_SKS_C,559682.0625,498466.1875
481,Item_Weapon_AK47_C,323427.0,521176.03125
482,Item_Weapon_SCAR-L_C,464189.78125,423646.0
483,Item_Weapon_HK416_C,270002.6875,562483.0625
484,Item_Weapon_HK416_C,423136.9375,326569.34375
485,Item_Weapon_BerylM762_C,443926.5625,328536.15625
486,Item_Weapon_SCAR-L_C,559725.1875,498060.46875
487,Item_Weapon_SKS_C,390949.34375,350534.75
488,Item_Weapon_SCAR-L_C,592843.0,298943.65625
489,Item_Weapon_SCAR-L_C,614755.25,258204.390625
490,Item_Weapon_Kar98k_C,592942.4375,298975.5625
491,Item_Weapon_FNFal_C,624053.6875,302277.09375
