,weapon,x,y
430,Item_Weapon_HK416_C,648117.125,433109.28125
431,Item_Weapon_HK416_C,645720.625,263259.40625
432,Item_Weapon_HK416_C,643608.4375,244373.8125
433,Item_Weapon_SCAR-L_C,280725.5,140318.921875
434,Item_Weapon_Mini14_C,401045.1875,281612.90625
435,Item_Weapon_AK47_C,380774.0,318784.21875
436,Item_Weapon_SCAR-L_C,488501.5625,355805.5
437,Item_Weapon_Kar98k_C,537745.4375,48928.2578125
438,Item_Weapon_SKS_C,466043.3125,265841.875
439,Item_Weapon_SCAR-L_C,543369.9375,131474.109375
440,Item_Weapon_SCAR-L_C,549524.8125,52466.6171875
441,Item_Weapon_AK47_C,537503.6875,48613.45703125
442,Item_Weapon_HK416_C,347766.84375,266587.4375
443,Item_Weapon_SCAR-L_C,623135.875,468092.5
444,Item_Weapon_SCAR-L_C,466699.75,267010.59375
445,Item_Weapon_Kar98k_C,434395.0625,397820.03125
446,Item_Weapon_SCAR-L_C,586805.1875,381545.34375
447,Item_Weapon_HK416_C,380974.90625,320116.15625
448,Item_Weapon_FNFal_C,348591.15625,265422.125
449,Item_Weapon_SCAR-L_C,526051.25,234263.453125
450,Item_Weapon_HK416_C,377641.34375,364004.46875
451,Item_Weapon_Mini14_C,645693.8125,262352.34375
452,Item_Weapon_Mini14_C,550415.6875,53875.83984375
453,Item_Weapon_Mini14_C,453345.875,522490.1875
454,Item_Weapon_HK416_C,541491.875,131498.375
455,Item_Weapon_FNFal_C,282298.3125,138204.78125
456,Item_Weapon_SCAR-L_C,330158.03125,212833.78125
457,Item_Weapon_SKS_C,517585.71875,653734.3125
458,Item_Weapon_AK47_C,388683.0625,128607.0546875
459,Item_Weapon_Mini14_C,484817.1875,414919.75
460,Item_Weapon_HK416_C,476867.34375,517165.46875
461,Item_Weapon_HK416_C,453544.90625,522140.625
462,Item_Weapon_SCAR-L_C,461124.75,75823.1796875
463,Item_Weapon_SCAR-L_C,518488.5,654585.875
464,Item_Weapon_HK416_C,488565.75,534370.1875
465,Item_Weapon_FNFal_C,541209.75,130452.34375
466,Item_Weapon_AK47_C,412438.34375,258722.09375
467,Item_Weapon_AK47_C,518772.65625,619549.625
468,Item_Weapon_AK47_C,327721.625,209749.421875
469,Item_Weapon_Mini14_C,644024.625,246136.828125
470,Item_Weapon_SCAR-L_C,374932.4375,433614.46875
471,Item_Weapon_BerylM762_C,436857.90625,277269.875
472,Item_Weapon_SCAR-L_C,413380.125,258384.953125
473,Item_Weapon_Mini14_C,529002.25,234100.9375
474,Item_Weapon_SCAR-L_C,549548.125,53026.98828125
475,Item_Weapon_SCAR-L_C,277752.5,181707.890625
476,Item_Weapon_SKS_C,562477.5625,473384.0625
477,Item_Weapon_HK416_C,461639.0625,73246.140625
478,Item_Weapon_Mini14_C,475585.625,519037.15625
479,Item_Weapon_Mini14_C,327293.53125,209128.375
480,Item_Weapon_FNFal_C,278695.0,181672.09375
481,Item_Weapon_HK416_C,413164.78125,259714.59375
482,Item_Weapon_Mini14_C,450317.34375,238140.875
483,Item_Weapon_HK416_C,562458.3125,474665.84375
484,Item_Weapon_SKS_C,584158.0625,694026.9375
485,Item_Weapon_AK47_C,619522.125,87654.71875
486,Item_Weapon_Kar98k_C,506744.625,373929.59375
487,Item_Weapon_HK416_C,528877.6875,231848.875
488,Item_Weapon_Mini14_C,375170.46875,368856.40625
489,Item_Weapon_HK416_C,556898.25,528945.1875
