,weapon,x,y
188,Item_Weapon_SCAR-L_C,492452.78125,291626.625
189,Item_Weapon_Mini14_C,358503.625,421035.9375
190,Item_Weapon_Mini14_C,529650.625,231500.609375
191,Item_Weapon_BerylM762_C,546342.9375,156337.015625
192,Item_Weapon_FNFal_C,348407.5,199371.515625
193,Item_Weapon_BerylM762_C,528480.1875,233725.890625
194,Item_Weapon_BerylM762_C,142812.6875,301703.4375
195,Item_Weapon_HK416_C,548117.1875,130015.3203125
196,Item_Weapon_BerylM762_C,562974.625,475269.125
197,Item_Weapon_FNFal_C,190428.703125,290052.90625
198,Item_Weapon_BerylM762_C,329662.40625,209216.078125
199,Item_Weapon_BerylM762_C,471062.21875,297437.90625
200,Item_Weapon_FNFal_C,593561.5,257569.59375
201,Item_Weapon_Mini14_C,325297.4375,523952.90625
202,Item_Weapon_FNFal_C,434044.78125,287306.875
203,Item_Weapon_FNFal_C,322392.875,443150.90625
204,Item_Weapon_AK47_C,393571.71875,125790.265625
205,Item_Weapon_HK416_C,553791.9375,146455.3125
206,Item_Weapon_SCAR-L_C,554106.0625,146444.984375
207,Item_Weapon_BerylM762_C,323260.53125,447931.71875
208,Item_Weapon_AK47_C,322581.03125,447079.5
209,Item_Weapon_BerylM762_C,322537.1875,447082.34375
210,Item_Weapon_BerylM762_C,357618.1875,544710.8125
211,Item_Weapon_FNFal_C,356553.875,544904.0625
212,Item_Weapon_BerylM762_C,400369.9375,386149.75
213,Item_Weapon_FNFal_C,267849.5625,398191.625
214,Item_Weapon_FNFal_C,400445.03125,386521.28125
215,Item_Weapon_SKS_C,489331.4375,409797.65625
216,Item_Weapon_HK416_C,435265.625,453777.125
217,Item_Weapon_BerylM762_C,434618.9375,455112.03125
218,Item_Weapon_Mini14_C,401809.28125,458955.5
219,Item_Weapon_FNFal_C,437699.5625,422056.78125
220,Item_Weapon_HK416_C,486620.59375,355179.34375
221,Item_Weapon_BerylM762_C,453247.21875,375696.21875
222,Item_Weapon_BerylM762_C,477293.0,375945.40625
223,Item_Weapon_FNFal_C,477207.78125,375992.59375
224,Item_Weapon_SKS_C,488680.625,411777.65625
225,Item_Weapon_Mini14_C,477271.9375,376027.40625
226,Item_Weapon_FNFal_C,461381.34375,421874.625
227,Item_Weapon_FNFal_C,454425.65625,440579.28125
228,Item_Weapon_BerylM762_C,454417.625,440584.9375
229,Item_Weapon_HK416_C,349011.75,266004.4375
230,Item_Weapon_Mini14_C,348444.46875,266286.21875
231,Item_Weapon_AK47_C,393393.65625,180254.296875
232,Item_Weapon_SCAR-L_C,440841.625,239344.546875
233,Item_Weapon_AK47_C,390923.34375,128451.9375
234,Item_Weapon_M24_C,361790.46875,371517.4375
235,Item_Weapon_FNFal_C,390515.78125,128746.2265625
236,Item_Weapon_SKS_C,435475.5625,301643.78125
237,Item_Weapon_Mini14_C,367863.1875,424426.34375
238,Item_Weapon_Mini14_C,348540.40625,388699.9375
239,Item_Weapon_BerylM762_C,393667.90625,296799.9375
240,Item_Weapon_FNFal_C,443335.34375,241287.890625
241,Item_Weapon_SCAR-L_C,532997.4375,49652.3671875
242,Item_Weapon_AK47_C,532916.1875,49989.05859375
243,Item_Weapon_SKS_C,204514.59375,285920.09375
244,Item_Weapon_HK416_C,536078.6875,40008.26953125
245,Item_Weapon_Mini14_C,187023.21875,295875.4375
246,Item_Weapon_AK47_C,464624.5,265685.84375
247,Item_Weapon_SKS_C,326415.8125,349224.34375
248,Item_Weapon_Kar98k_C,305036.5,266247.125
249,Item_Weapon_SKS_C,253342.671875,153986.203125
250,Item_Weapon_AK47_C,466925.65625,316443.21875
251,Item_Weapon_AK47_C,435264.78125,302567.75
252,Item_Weapon_SCAR-L_C,536677.5625,39461.48046875
253,Item_Weapon_Mini14_C,202833.640625,283013.0625
254,Item_Weapon_SKS_C,187173.859375,297794.75
255,Item_Weapon_FNFal_C,374478.90625,433630.75
256,Item_Weapon_Mini14_C,386131.15625,243484.59375
257,Item_Weapon_Mini14_C,329549.0625,527049.0
258,Item_Weapon_Mini14_C,253723.53125,154329.96875
259,Item_Weapon_BerylM762_C,203751.53125,292789.09375
260,Item_Weapon_AK47_C,257838.3125,137969.96875
261,Item_Weapon_HK416_C,370915.84375,218713.78125
262,Item_Weapon_SKS_C,467328.9375,317394.0
263,Item_Weapon_AK47_C,225778.796875,591616.6875
264,Item_Weapon_SCAR-L_C,350039.6875,390405.71875
265,Item_Weapon_SCAR-L_C,253413.15625,154498.171875
266,Item_Weapon_Mini14_C,391700.125,295252.53125
267,Item_Weapon_SCAR-L_C,363403.1875,302865.0625
268,Item_Weapon_HK416_C,452041.21875,79962.7109375
269,Item_Weapon_HK416_C,206488.3125,286239.875
270,Item_Weapon_HK416_C,305670.375,263961.96875
271,Item_Weapon_BerylM762_C,368310.78125,421328.75
272,Item_Weapon_SCAR-L_C,190908.859375,289715.9375
273,Item_Weapon_SKS_C,438284.9375,281410.1875
274,Item_Weapon_SKS_C,389796.125,184039.453125
275,Item_Weapon_HK416_C,200357.671875,281540.0625
276,Item_Weapon_BerylM762_C,298069.21875,312718.90625
277,Item_Weapon_Mini14_C,150559.15625,599283.1875
278,Item_Weapon_SCAR-L_C,169294.5,281778.875
279,Item_Weapon_BerylM762_C,389957.5,184432.171875
280,Item_Weapon_AK47_C,224197.671875,424529.28125
281,Item_Weapon_SCAR-L_C,466138.375,266620.9375
282,Item_Weapon_BerylM762_C,326310.625,351345.71875
283,Item_Weapon_SCAR-L_C,170842.796875,373256.21875
284,Item_Weapon_Mini14_C,449184.125,81190.8203125
285,Item_Weapon_FNFal_C,367304.625,423732.15625
286,Item_Weapon_HK416_C,156700.5,601999.4375
287,Item_Weapon_SCAR-L_C,192023.96875,398668.9375
288,Item_Weapon_AK47_C,360054.78125,662860.0625
289,Item_Weapon_FNFal_C,388395.625,597069.8125
290,Item_Weapon_Mini14_C,247308.9375,136698.234375
291,Item_Weapon_SCAR-L_C,210112.390625,196502.75
292,Item_Weapon_SKS_C,248251.359375,721521.125
293,Item_Weapon_HK416_C,374635.90625,436895.65625
294,Item_Weapon_SKS_C,466783.5625,264834.0625
295,Item_Weapon_SCAR-L_C,466781.1875,264840.09375
296,Item_Weapon_SKS_C,393124.875,295509.59375
297,Item_Weapon_Mini14_C,223532.6875,425561.375
298,Item_Weapon_FNFal_C,389801.21875,182679.203125
299,Item_Weapon_SCAR-L_C,142197.15625,590732.75
300,Item_Weapon_Mini14_C,257100.65625,137330.21875
301,Item_Weapon_Kar98k_C,208899.0,197564.703125
302,Item_Weapon_Mini14_C,297241.0,314079.625
303,Item_Weapon_AK47_C,156031.1875,602018.625
304,Item_Weapon_SCAR-L_C,389929.4375,598666.75
305,Item_Weapon_BerylM762_C,225786.578125,591257.125
306,Item_Weapon_BerylM762_C,165987.28125,300605.03125
307,Item_Weapon_SKS_C,90665.921875,722272.6875
308,Item_Weapon_BerylM762_C,244462.09375,738878.875
309,Item_Weapon_FNFal_C,245763.734375,137134.9375
310,Item_Weapon_FNFal_C,149902.25,600353.5625
311,Item_Weapon_SKS_C,158469.515625,266789.875
312,Item_Weapon_Mini14_C,466627.21875,317234.4375
313,Item_Weapon_Mini14_C,305362.875,263849.875
314,Item_Weapon_HK416_C,421659.3125,565632.375
315,Item_Weapon_Mini14_C,552605.1875,49184.58984375
316,Item_Weapon_SKS_C,255507.46875,526479.875
317,Item_Weapon_FNFal_C,149908.96875,600349.5625
318,Item_Weapon_SCAR-L_C,439604.46875,532721.625
319,Item_Weapon_Mini14_C,191149.890625,290634.03125
320,Item_Weapon_AK47_C,176947.8125,294701.34375
321,Item_Weapon_Kar98k_C,387951.0,246651.75
322,Item_Weapon_Mini14_C,225580.9375,591941.25
323,Item_Weapon_FNFal_C,453963.15625,541904.875
324,Item_Weapon_BerylM762_C,194671.78125,284491.96875
325,Item_Weapon_SKS_C,167123.03125,280285.21875
326,Item_Weapon_FNFal_C,139529.96875,597145.75
327,Item_Weapon_SKS_C,179954.390625,424319.4375
328,Item_Weapon_BerylM762_C,535661.1875,41916.91796875
329,Item_Weapon_FNFal_C,467906.21875,316412.5625
330,Item_Weapon_HK416_C,329455.4375,527438.125
331,Item_Weapon_SKS_C,361225.75,303613.5
332,Item_Weapon_Kar98k_C,355362.15625,664093.0
333,Item_Weapon_BerylM762_C,180307.234375,424221.90625
334,Item_Weapon_AK47_C,157990.390625,269379.0
335,Item_Weapon_FNFal_C,256303.453125,526742.5625
336,Item_Weapon_SKS_C,536361.5625,41917.71875
337,Item_Weapon_FNFal_C,434394.65625,279436.3125
338,Item_Weapon_Mini14_C,91737.5390625,725766.125
339,Item_Weapon_Mini14_C,542140.5625,52470.37890625
340,Item_Weapon_SCAR-L_C,486075.0,354752.46875
341,Item_Weapon_BerylM762_C,440810.0625,532410.625
342,Item_Weapon_BerylM762_C,391990.9375,126297.1875
343,Item_Weapon_AK47_C,256499.03125,527439.125
344,Item_Weapon_BerylM762_C,385757.15625,245735.96875
345,Item_Weapon_HK416_C,139176.984375,597247.3125
346,Item_Weapon_BerylM762_C,453945.125,546563.875
347,Item_Weapon_HK416_C,485183.09375,354443.78125
348,Item_Weapon_HK416_C,526527.125,232353.4375
349,Item_Weapon_Mini14_C,213259.234375,200922.671875
350,Item_Weapon_SKS_C,227861.453125,594131.4375
351,Item_Weapon_HK416_C,433968.875,278440.09375
352,Item_Weapon_Mini14_C,355364.34375,663697.5
353,Item_Weapon_HK416_C,150420.6875,599324.4375
354,Item_Weapon_Mini14_C,526019.875,230754.859375
355,Item_Weapon_SKS_C,166303.46875,299221.21875
356,Item_Weapon_HK416_C,214256.140625,201447.875
357,Item_Weapon_SKS_C,156053.609375,601441.6875
358,Item_Weapon_Mini14_C,487658.15625,354725.34375
359,Item_Weapon_SKS_C,372159.1875,371201.125
360,Item_Weapon_M24_C,511079.84375,359725.6875
361,Item_Weapon_Mini14_C,164110.203125,376926.0625
362,Item_Weapon_FNFal_C,291244.46875,315896.21875
363,Item_Weapon_SKS_C,298513.9375,270288.15625
364,Item_Weapon_SKS_C,244325.453125,739629.6875
365,Item_Weapon_SKS_C,527307.25,230483.671875
366,Item_Weapon_FNFal_C,164669.25,377383.34375
367,Item_Weapon_Mini14_C,427566.625,565593.25
368,Item_Weapon_AK47_C,243907.0,137248.703125
369,Item_Weapon_SCAR-L_C,483452.0625,508082.5
370,Item_Weapon_FNFal_C,441867.5,532014.0625
371,Item_Weapon_AK47_C,256588.015625,150023.609375
372,Item_Weapon_HK416_C,388453.15625,600434.375
373,Item_Weapon_HK416_C,372369.65625,371782.78125
374,Item_Weapon_FNFal_C,326284.0625,526076.25
375,Item_Weapon_HK416_C,484566.1875,508107.15625
376,Item_Weapon_Mini14_C,247351.1875,737968.3125
377,Item_Weapon_BerylM762_C,194757.953125,401851.34375
378,Item_Weapon_FNFal_C,559047.6875,292719.15625
379,Item_Weapon_HK416_C,589797.0,334919.59375
380,Item_Weapon_SKS_C,195044.3125,402556.625
381,Item_Weapon_HK416_C,566561.1875,291683.03125
382,Item_Weapon_SCAR-L_C,512699.15625,362024.03125
383,Item_Weapon_Mini14_C,566864.25,292289.90625
384,Item_Weapon_SKS_C,482859.5625,534586.3125
385,Item_Weapon_BerylM762_C,261301.4375,530138.5625
386,Item_Weapon_BerylM762_C,324357.65625,525581.0625
387,Item_Weapon_FNFal_C,438050.28125,276334.6875
388,Item_Weapon_SCAR-L_C,558524.3125,294388.53125
389,Item_Weapon_Kar98k_C,596439.3125,328664.40625
390,Item_Weapon_Mini14_C,512209.1875,362580.3125
391,Item_Weapon_BerylM762_C,161041.3125,298955.78125
392,Item_Weapon_SKS_C,490174.09375,528000.375
393,Item_Weapon_Mini14_C,484250.0625,534892.375
394,Item_Weapon_HK416_C,557790.6875,295369.59375
395,Item_Weapon_BerylM762_C,565446.6875,293222.5
396,Item_Weapon_BerylM762_C,158070.609375,601980.4375
397,Item_Weapon_BerylM762_C,374088.34375,369334.9375
398,Item_Weapon_BerylM762_C,205848.8125,198244.8125
399,Item_Weapon_SCAR-L_C,82204.6484375,723739.4375
400,Item_Weapon_SKS_C,564899.8125,292540.21875
401,Item_Weapon_HK416_C,508792.46875,222606.453125
402,Item_Weapon_FNFal_C,248791.03125,732323.875
403,Item_Weapon_HK416_C,513649.625,362077.3125
404,Item_Weapon_SKS_C,519866.75,506870.625
405,Item_Weapon_BerylM762_C,145181.8125,596580.4375
406,Item_Weapon_SCAR-L_C,250924.109375,723012.6875
407,Item_Weapon_SCAR-L_C,484616.46875,534482.625
408,Item_Weapon_SCAR-L_C,489350.65625,529699.5625
409,Item_Weapon_Mini14_C,596509.3125,326704.9375
410,Item_Weapon_AK47_C,509123.1875,221865.078125
411,Item_Weapon_BerylM762_C,569969.4375,167693.828125
412,Item_Weapon_FNFal_C,318755.34375,342084.90625
413,Item_Weapon_BerylM762_C,519291.71875,508190.78125
414,Item_Weapon_FNFal_C,554861.875,38908.66015625
415,Item_Weapon_BerylM762_C,595925.875,328751.84375
416,Item_Weapon_BerylM762_C,151868.34375,276565.40625
417,Item_Weapon_HK416_C,87821.546875,724940.375
418,Item_Weapon_FNFal_C,483365.375,517995.78125
419,Item_Weapon_FNFal_C,465033.46875,707617.4375
420,Item_Weapon_BerylM762_C,482661.90625,534977.5625
