,weapon,x,y
405,Item_Weapon_FNFal_C,540284.0625,235586.453125
406,Item_Weapon_FNFal_C,284984.78125,399600.4375
407,Item_Weapon_Mini14_C,346802.0625,307206.21875
408,Item_Weapon_BerylM762_C,202610.421875,286450.6875
409,Item_Weapon_FNFal_C,716892.5625,434255.03125
410,Item_Weapon_AK47_C,717162.0625,433383.625
411,Item_Weapon_FNFal_C,546291.125,253830.609375
412,Item_Weapon_Mini14_C,297892.375,196741.390625
413,Item_Weapon_SKS_C,198961.53125,286508.6875
414,Item_Weapon_FNFal_C,714980.375,325786.21875
415,Item_Weapon_SCAR-L_C,242657.03125,484222.5
416,Item_Weapon_SKS_C,295577.15625,196237.171875
417,Item_Weapon_BerylM762_C,357497.78125,514563.1875
418,Item_Weapon_SKS_C,346785.125,307182.71875
419,Item_Weapon_FNFal_C,245552.03125,485639.1875
420,Item_Weapon_FNFal_C,417848.0,329678.90625
421,Item_Weapon_BerylM762_C,349584.90625,429820.46875
422,Item_Weapon_HK416_C,157292.375,615061.3125
423,Item_Weapon_BerylM762_C,218931.8125,558731.9375
424,Item_Weapon_Mini14_C,218971.421875,559811.625
425,Item_Weapon_BerylM762_C,157803.453125,615128.25
426,Item_Weapon_FNFal_C,242578.390625,485416.1875
427,Item_Weapon_FNFal_C,151051.40625,619545.5
428,Item_Weapon_SKS_C,285033.0,399532.5
429,Item_Weapon_FNFal_C,245567.515625,485214.09375
430,Item_Weapon_BerylM762_C,236510.0625,420538.59375
431,Item_Weapon_BerylM762_C,234701.578125,474150.0625
432,Item_Weapon_FNFal_C,350563.75,448251.78125
433,Item_Weapon_FNFal_C,349658.28125,444227.125
434,Item_Weapon_BerylM762_C,290200.0,466740.59375
435,Item_Weapon_FNFal_C,335870.03125,443773.71875
436,Item_Weapon_BerylM762_C,289620.875,448335.375
437,Item_Weapon_SKS_C,556420.8125,128465.7265625
438,Item_Weapon_AK47_C,576367.1875,126751.2734375
439,Item_Weapon_Mini14_C,498492.84375,181443.8125
440,Item_Weapon_SCAR-L_C,555942.4375,129219.765625
441,Item_Weapon_FNFal_C,578081.6875,127800.515625
442,Item_Weapon_AK47_C,533132.5625,233113.46875
