map_name,started,item_id,category,name,x,y,z
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_Bandage_C,Use,ELGIG_vakk,453762.1875,542641.5625,19906.109375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_01_Lv2_C,Equipment,Uniq_ADOUZ1E,619971.875,623258.0625,-769.4500122070312
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_E_01_Lv1_C,Equipment,ELGIG_vakk,453764.34375,542717.25,19906.109375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,eU_TaylorJay,439896.0625,562362.25,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_E_01_Lv1_C,Equipment,Uniq_Standin,620604.4375,597713.3125,3615.889892578125
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_SCAR-L_C,Weapon,eU_TaylorJay,439902.875,562386.6875,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_FirstAid_C,Use,ExG_TRYFFELI,519520.15625,508534.03125,17643.259765625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_01_Lv2_C,Equipment,ELGIG_dEAGZ,476714.09375,516247.90625,18655.009765625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_E_01_Lv1_C,Equipment,ELGIG_dEAGZ,476694.59375,516250.875,18655.009765625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Upper_Scope6x_C,Attachment,eU_GICE,473723.78125,578755.5625,20006.16015625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Stock_AR_Composite_C,Attachment,ELGIG_Savage,504478.28125,536342.625,20243.83984375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Head_F_01_Lv2_C,Equipment,eU_Vegas,513868.0625,591991.25,19725.08984375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_M16A4_C,Weapon,Uniq_Playwithme,605204.1875,642452.125,-19.059999465942383
